vulnerability_id,reporting_time,vulnerability_description,references,CWE-ID,CWE-Name,CVSS-Score
CVE-2011-1384,01/03/2012,"The (1) bin/invscoutClient_VPD_Survey and (2) sbin/invscout_lsvpd programs in invscout.rte before 2.2.0.19 on IBM AIX 7.1, 6.1, 5.3, and earlier allow local users to delete arbitrary files, or trigger inventory scout operations on arbitrary files, via a symlink attack on an unspecified file.","http://aix.software.ibm.com/aix/efixes/security/invscout_advisory2.asc,http://www-01.ibm.com/support/docview.wss?uid=isg1IV11643http://www.securityfocus.com/bid/51059,http://www.securityfocus.com/bid/51083,https://exchange.xforce.ibmcloud.com/vulnerabilities/71615,",http://cwe.mitre.org/data/definitions/59.html,Improper Link Resolution Before File Access (&#39;Link Following&#39;),N/A
CVE-2011-1386,01/03/2012,"IBM Tivoli Federated Identity Manager (TFIM) and Tivoli Federated Identity Manager Business Gateway (TFIMBG) 6.1.1, 6.2.0, and 6.2.1 do not properly handle signature validations based on SAML 1.0, 1.1, and 2.0, which allows remote attackers to bypass intended authentication or authorization requirements via a non-conforming SAML signature.","http://www-01.ibm.com/support/docview.wss?uid=swg1IV10793,http://www-01.ibm.com/support/docview.wss?uid=swg1IV10801http://www-01.ibm.com/support/docview.wss?uid=swg1IV10813,http://www.ibm.com/support/docview.wss?uid=swg21575309,https://exchange.xforce.ibmcloud.com/vulnerabilities/71686,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-1389,01/19/2012,"Multiple directory traversal vulnerabilities in the vendor daemon in Rational Common Licensing in Telelogic License Server 2.0, Rational License Server 7.x, and ibmratl in IBM Rational License Key Server (RLKS) 8.0 through 8.1.2 allow remote attackers to execute arbitrary code via vectors related to save, rename, and load operations on log files.  NOTE: this might overlap CVE-2011-4135.","http://kb.flexerasoftware.com/selfservice/microsites/search.do?cmd=displayKC&amp;docType=kc&amp;externalId=Q200975&amp;sliceId=1,http://www.flexerasoftware.com/pl/13057.htmhttp://www.ibm.com/support/docview.wss?uid=swg21577760,http://www.securityfocus.com/bid/49191,http://www.zerodayinitiative.com/advisories/ZDI-11-272/,https://exchange.xforce.ibmcloud.com/vulnerabilities/71739,",http://cwe.mitre.org/data/definitions/22.html,Improper Limitation of a Pathname to a Restricted Directory (&#39;Path Traversal&#39;),N/A
CVE-2011-1940,01/26/2012,"Multiple cross-site scripting (XSS) vulnerabilities in phpMyAdmin 3.3.x before 3.3.10.1 and 3.4.x before 3.4.1 allow remote attackers to inject arbitrary web script or HTML via a crafted table name that triggers improper HTML rendering on a Tracking page, related to (1) libraries/tbl_links.inc.php and (2) tbl_tracking.php.","http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commitdiff;h=7e10c132a3887c8ebfd7a8eee356b28375f1e287,http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commitdiff;h=d3ccf798fdbd4f8a89d4088130637d8dee918492http://www.debian.org/security/2012/dsa-2391,http://www.phpmyadmin.net/home_page/security/PMASA-2011-3.php,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2011-1941,01/26/2012,Open redirect vulnerability in the redirector feature in phpMyAdmin 3.4.x before 3.4.1 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via unspecified vectors.,"http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commitdiff;h=b7a8179eb6bf0f1643970ac57a70b5b513a1cd4f,http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commitdiff;h=ecfc8ba4f7b4ea612c58ab5726054ed0f28e200dhttp://www.phpmyadmin.net/home_page/security/PMASA-2011-4.php,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-2203,01/27/2012,The hfs_find_init function in the Linux kernel 2.6 allows local users to cause a denial of service (NULL pointer dereference and Oops) by mounting an HFS file system with a malformed MDB extent record.,"http://www.openwall.com/lists/oss-security/2011/06/13/16,http://www.securityfocus.com/bid/48236http://www.ubuntu.com/usn/USN-1324-1,http://www.ubuntu.com/usn/USN-1328-1,http://www.ubuntu.com/usn/USN-1344-1,https://bugzilla.redhat.com/show_bug.cgi?id=712774,https://lkml.org/lkml/2011/6/8/154,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-2262,01/18/2012,Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.x and 5.5.x allows remote attackers to affect availability via unknown vectors.,"http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=659687,http://secunia.com/advisories/48250http://security.gentoo.org/glsa/glsa-201308-06.xml,http://www.debian.org/security/2012/dsa-2429,http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,http://www.ubuntu.com/usn/USN-1397-1,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2271,01/18/2012,Unspecified vulnerability in the Oracle Application Object Library component in Oracle E-Business Suite 11.5.10.2 allows remote authenticated users to affect integrity via unknown vectors related to Attachments / File Upload.,"http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2317,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect integrity, related to Enterprise Infrastucture SEC (JDNET).","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2321,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDNET).","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2324,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote attackers to affect availability, related to Enterprise Infrastructure SEC (JDENET).","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2325,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDENET), a different vulnerability than CVE-2011-2326, CVE-2011-3509, and CVE-2011-3524.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2326,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDENET), a different vulnerability than CVE-2011-2325, CVE-2011-3509, and CVE-2011-3524.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-2776,01/13/2012,Buffer overflow in the Error function in super.c in Super 3.30.0 might allow local users to execute arbitrary code via vectors related to syslog logging.  NOTE: some of these details are obtained from third party information.,"http://www.debian.org/security/2012/dsa-2383,http://www.securityfocus.com/bid/51319https://exchange.xforce.ibmcloud.com/vulnerabilities/72243,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2011-2939,01/13/2012,"Off-by-one error in the decode_xs function in Unicode/Unicode.xs in the Encode module before 2.44, as used in Perl before 5.15.6, might allow context-dependent attackers to cause a denial of service (memory corruption) via a crafted Unicode string, which triggers a heap-based buffer overflow.","http://cpansearch.perl.org/src/FLORA/perl-5.14.2/pod/perldelta.pod,http://perl5.git.perl.org/perl.git/commitdiff/e46d973584785af1f445c4dedbee4243419cb860#patch5http://search.cpan.org/~flora/perl-5.14.2/pod/perldelta.pod#Encode_decode_xs_n-byte_heap-overflow_(CVE-2011-2939),http://www.mandriva.com/security/advisories?name=MDVSA-2012:008,http://www.openwall.com/lists/oss-security/2011/08/18/8,http://www.openwall.com/lists/oss-security/2011/08/19/17,http://www.redhat.com/support/errata/RHSA-2011-1424.html,http://www.securityfocus.com/bid/49858,http://www.ubuntu.com/usn/USN-1643-1,https://bugzilla.redhat.com/show_bug.cgi?id=731246,",http://cwe.mitre.org/data/definitions/189.html,Numeric Errors,N/A
CVE-2011-3206,01/07/2012,"Multiple cross-site scripting (XSS) vulnerabilities in the administration interface in RHQ 4.2.0, as used in JBoss Operations Network (aka JON or JBoss ON) before 3.0, allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.","http://rhn.redhat.com/errata/RHSA-2012-0089.html,http://securitytracker.com/id?1026435https://bugzilla.redhat.com/show_bug.cgi?id=734662,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2011-3328,01/17/2012,"The png_handle_cHRM function in pngrutil.c in libpng 1.5.4, when color-correction support is enabled, allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a malformed PNG image containing a cHRM chunk associated with a certain zero value.","http://libpng.org/pub/png/libpng.html,http://lists.apple.com/archives/security-announce/2012/Feb/msg00000.htmlhttp://lists.apple.com/archives/security-announce/2012/May/msg00001.html,http://lists.apple.com/archives/security-announce/2012/Sep/msg00003.html,http://sourceforge.net/tracker/index.php?func=detail&amp;aid=3406145&amp;group_id=5624&amp;atid=105624,http://support.apple.com/kb/HT5130,http://support.apple.com/kb/HT5281,http://support.apple.com/kb/HT5503,http://www.kb.cert.org/vuls/id/477046,https://bugzilla.redhat.com/show_bug.cgi?id=740864,",NVD-CWE-Other,Other,N/A
CVE-2011-3337,01/03/2012,"eEye Audit ID 2499 in eEye Digital Security Audits 2406 through 2423 for eEye Retina Network Security Scanner on HP-UX, IRIX, and Solaris allows local users to gain privileges via a Trojan horse gauntlet program in an arbitrary directory under /usr/local/.","http://www.eeye.com/Resources/Security-Center/Research/Security-Advisories/AL20111108,http://www.kb.cert.org/vuls/id/448051",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-3375,01/18/2012,"Apache Tomcat 6.0.30 through 6.0.33 and 7.x before 7.0.22 does not properly perform certain caching and recycling operations involving request objects, which allows remote attackers to obtain unintended read access to IP address and HTTP header information in opportunistic circumstances by reading TCP data.","http://tomcat.apache.org/security-6.html,http://tomcat.apache.org/security-7.htmlhttp://www.debian.org/security/2012/dsa-2401,",http://cwe.mitre.org/data/definitions/200.html,Exposure of Sensitive Information to an Unauthorized Actor,N/A
CVE-2011-3478,01/25/2012,"The host-services component in Symantec pcAnywhere 12.5.x through 12.5.3, and IT Management Suite pcAnywhere Solution 7.0 (aka 12.5.x) and 7.1 (aka 12.6.x), does not properly filter login and authentication data, which allows remote attackers to execute arbitrary code via a crafted session on TCP port 5631.","http://osvdb.org/show/osvdb/78532,http://secunia.com/advisories/48092http://www.securityfocus.com/bid/51592,http://www.symantec.com/security_response/securityupdates/detail.jsp?fid=security_advisory&amp;pvid=security_advisory&amp;year=2012&amp;suid=20120124_00,http://www.zerodayinitiative.com/advisories/ZDI-12-018/,https://www.exploit-db.com/exploits/38599/,",http://cwe.mitre.org/data/definitions/287.html,Improper Authentication,N/A
CVE-2011-3479,01/25/2012,"Symantec pcAnywhere 12.5.x through 12.5.3, and IT Management Suite pcAnywhere Solution 7.0 (aka 12.5.x) and 7.1 (aka 12.6.x), uses world-writable permissions for product-installation files, which allows local users to gain privileges by modifying a file.","http://secunia.com/advisories/48092,http://www.securityfocus.com/bid/51593http://www.symantec.com/security_response/securityupdates/detail.jsp?fid=security_advisory&amp;pvid=security_advisory&amp;year=2012&amp;suid=20120124_00,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-3509,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDENET), a different vulnerability than CVE-2011-2325, CVE-2011-2326, and CVE-2011-3524.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3514,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect integrity, related to Enterprise Infrastructure SEC (JDENET).","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3524,01/18/2012,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDENET), a different vulnerability than CVE-2011-2325, CVE-2011-2326, and CVE-2011-3509.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3531,01/18/2012,"Unspecified vulnerability in the Oracle Web Services Manager component in Oracle Fusion Middleware 11.1.1.3, 11.1.1.4, and 11.1.1.5 allows remote attackers to affect availability via unknown vectors related to Web Services Security.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3564,01/18/2012,Unspecified vulnerability in Oracle GlassFish Enterprise Server 2.1.1 allows local users to affect confidentiality via unknown vectors related to Administration.,"http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3565,01/18/2012,"Unspecified vulnerability in Oracle Communications Unified 7.0 allows local users to affect confidentiality, integrity, and availability via unknown vectors related to Calendar Server.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3566,01/18/2012,"Unspecified vulnerability in the Oracle WebLogic Server component in Oracle Fusion Middleware 9.2.4, 10.0.2, 10.3.3, 10.3.4, and 10.3.5 allows remote attackers to affect availability via unknown vectors related to Web Container.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3568,01/18/2012,"Unspecified vulnerability in the Oracle Web Services Manager component in Oracle Fusion Middleware 11.1.1.3, 11.1.1.4, and 11.1.1.5 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Web Services Security.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3569,01/18/2012,"Unspecified vulnerability in the Oracle Web Services Manager component in Oracle Fusion Middleware 11.1.1.3, 11.1.1.4, and 11.1.1.5 allows remote attackers to affect confidentiality via unknown vectors related to Web Services Security.","http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3570,01/18/2012,Unspecified vulnerability in Oracle Communications Unified 7.0 allows local users to affect confidentiality via unknown vectors related to Calendar Server.,"http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3571,01/18/2012,"Unspecified vulnerability in the Virtual Desktop Infrastructure (VDI) component in Oracle Virtualization 3.2 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Session.  NOTE: this CVE identifier was accidentally used for a Concurrency issue in Java Runtime Environment, but that issue has been reassigned to CVE-2012-0507.","http://lists.opensuse.org/opensuse-updates/2012-10/msg00041.html,http://secunia.com/advisories/48073http://secunia.com/advisories/48074,http://security.gentoo.org/glsa/glsa-201406-32.xml,http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3573,01/18/2012,Unspecified vulnerability in Oracle Communications Unified 7.0 allows remote authenticated users to affect availability via unknown vectors related to Calendar Server.,"http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3574,01/18/2012,Unspecified vulnerability in Oracle Communications Unified 7.0 allows local users to affect confidentiality and integrity via unknown vectors related to Calendar Server.,"http://www.oracle.com/technetwork/topics/security/cpujan2012-366304.html,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2011-3657,01/02/2012,"Multiple cross-site scripting (XSS) vulnerabilities in Bugzilla 2.x and 3.x before 3.4.13, 3.5.x and 3.6.x before 3.6.7, 3.7.x and 4.0.x before 4.0.3, and 4.1.x through 4.1.3, when debug mode is used, allow remote attackers to inject arbitrary web script or HTML via vectors involving a (1) tabular report, (2) graphical report, or (3) new chart.","http://archives.neohapsis.com/archives/bugtraq/2011-12/0184.html,http://www.bugzilla.org/security/3.4.12/https://bugzilla.mozilla.org/show_bug.cgi?id=697699,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2011-3667,01/02/2012,"The User.offer_account_by_email WebService method in Bugzilla 2.x and 3.x before 3.4.13, 3.5.x and 3.6.x before 3.6.7, 3.7.x and 4.0.x before 4.0.3, and 4.1.x through 4.1.3, when createemailregexp is not empty, does not properly handle user_can_create_account settings, which allows remote attackers to create user accounts by leveraging a token contained in an e-mail message.","http://archives.neohapsis.com/archives/bugtraq/2011-12/0184.html,http://www.bugzilla.org/security/3.4.12/https://bugzilla.mozilla.org/show_bug.cgi?id=711714,https://exchange.xforce.ibmcloud.com/vulnerabilities/72042,",http://cwe.mitre.org/data/definitions/287.html,Improper Authentication,N/A
CVE-2011-3668,01/02/2012,"Cross-site request forgery (CSRF) vulnerability in post_bug.cgi in Bugzilla 2.x, 3.x, and 4.x before 4.2rc1 allows remote attackers to hijack the authentication of arbitrary users for requests that create bug reports.","http://www.bugzilla.org/security/3.4.12/,https://bugzilla.mozilla.org/show_bug.cgi?id=703975",http://cwe.mitre.org/data/definitions/352.html,Cross-Site Request Forgery (CSRF),N/A
CVE-2011-3669,01/02/2012,"Cross-site request forgery (CSRF) vulnerability in attachment.cgi in Bugzilla 2.x, 3.x, and 4.x before 4.2rc1 allows remote attackers to hijack the authentication of arbitrary users for requests that upload attachments.","http://www.bugzilla.org/security/3.4.12/,https://bugzilla.mozilla.org/show_bug.cgi?id=703983",http://cwe.mitre.org/data/definitions/352.html,Cross-Site Request Forgery (CSRF),N/A
CVE-2011-3829,01/28/2012,"ftp_upload_file.php in Support Incident Tracker (aka SiT!) 3.65 allows remote authenticated users to obtain sensitive information via the file name, which reveals the installation path in an error message.","http://packetstormsecurity.org/files/106933/sit_file_upload.rb.txt,http://www.exploit-db.com/exploits/18108http://www.securityfocus.com/bid/50632,https://exchange.xforce.ibmcloud.com/vulnerabilities/71233,",http://cwe.mitre.org/data/definitions/200.html,Exposure of Sensitive Information to an Unauthorized Actor,N/A
CVE-2011-3830,01/28/2012,Cross-site scripting (XSS) vulnerability in search.php in Support Incident Tracker (aka SiT!) 3.65 allows remote attackers to inject arbitrary web script or HTML via the search_string parameter.,"http://www.securityfocus.com/bid/50632,https://exchange.xforce.ibmcloud.com/vulnerabilities/71234",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2011-3831,01/28/2012,SQL injection vulnerability in incident_attachments.php in Support Incident Tracker (aka SiT!) 3.65 allows remote attackers to execute arbitrary SQL commands via an uploaded file with a crafted file name.,"http://www.kb.cert.org/vuls/id/576355,http://www.securityfocus.com/bid/50632https://exchange.xforce.ibmcloud.com/vulnerabilities/71235,",http://cwe.mitre.org/data/definitions/89.html,Improper Neutralization of Special Elements used in an SQL Command (&#39;SQL Injection&#39;),N/A
CVE-2011-3832,01/28/2012,Eval injection vulnerability in config.php in Support Incident Tracker (aka SiT!) 3.65 allows remote authenticated administrators to execute arbitrary PHP code via the application_name parameter in a save action.,"http://www.securityfocus.com/bid/50632,https://exchange.xforce.ibmcloud.com/vulnerabilities/71236",http://cwe.mitre.org/data/definitions/94.html,Improper Control of Generation of Code (&#39;Code Injection&#39;),N/A
