vulnerability_id,reporting_time,vulnerability_description,references,CWE-ID,CWE-Name,CVSS-Score
CVE-2010-0115,01/14/2011,SQL injection vulnerability in login.php in the GUI management console in Symantec Web Gateway 4.5 before 4.5.0.376 allows remote attackers to execute arbitrary SQL commands via the USERNAME parameter.,"http://www.securityfocus.com/bid/45742,http://www.securitytracker.com/id?1024958http://www.symantec.com/security_response/securityupdates/detail.jsp?fid=security_advisory&amp;pvid=security_advisory&amp;year=2011&amp;suid=20110112_00,http://www.vupen.com/english/advisories/2011/0088,http://www.zerodayinitiative.com/advisories/ZDI-11-013/,https://exchange.xforce.ibmcloud.com/vulnerabilities/64658,",http://cwe.mitre.org/data/definitions/89.html,Improper Neutralization of Special Elements used in an SQL Command (&#39;SQL Injection&#39;),N/A
CVE-2010-0214,01/11/2011,"The administrative interface on the PolyVision RoomWizard with firmware 3.2.3 places the Sync Connector Active Directory (AD) credentials in a web form that is accessed over HTTP on port 80, which allows remote attackers to obtain sensitive information by reading the HTML source code corresponding to the /admin/sign/DeviceSynch URI.","http://packetstormsecurity.org/files/view/97291/roomwizard-disclose.txt,http://seclists.org/fulldisclosure/2011/Jan/58http://www.kb.cert.org/vuls/id/870601,http://www.securityfocus.com/bid/45699,http://www.vupen.com/english/advisories/2011/0059,https://exchange.xforce.ibmcloud.com/vulnerabilities/64543,",http://cwe.mitre.org/data/definitions/200.html,Exposure of Sensitive Information to an Unauthorized Actor,N/A
CVE-2010-0215,01/07/2011,"ActiveCollab before 2.3.2 allows remote authenticated users to bypass intended access restrictions, and (1) delete an attachment or (2) subscribe to an object, via a crafted URL.","http://www.activecollab.com/docs/manuals/admin/release-notes/activecollab-2-3-2,http://www.kb.cert.org/vuls/id/236703",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2010-1677,01/03/2011,"MHonArc 2.6.16 allows remote attackers to cause a denial of service (CPU consumption) via start tags that are placed within other start tags, as demonstrated by a &lt;bo&lt;bo&lt;bo&lt;bo&lt;body&gt;dy&gt;dy&gt;dy&gt;dy&gt; sequence, a different vulnerability than CVE-2010-4524.","http://lists.mandriva.com/security-announce/2011-01/msg00004.php,http://savannah.nongnu.org/bugs/?32014http://www.mail-archive.com/mhonarc-dev@mhonarc.org/msg01297.html,http://www.vupen.com/english/advisories/2010/3344,http://www.vupen.com/english/advisories/2011/0067,https://exchange.xforce.ibmcloud.com/vulnerabilities/64656,",http://cwe.mitre.org/data/definitions/399.html,Resource Management Errors,N/A
CVE-2010-1679,01/10/2011,Directory traversal vulnerability in dpkg-source in dpkg before 1.14.31 and 1.15.x allows user-assisted remote attackers to modify arbitrary files via directory traversal sequences in a patch for a source-format 3.0 package.,"http://lists.fedoraproject.org/pipermail/package-announce/2011-January/053306.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-January/053311.htmlhttp://www.debian.org/security/2011/dsa-2142,http://www.securityfocus.com/bid/45703,http://www.ubuntu.com/usn/USN-1038-1,http://www.vupen.com/english/advisories/2011/0040,http://www.vupen.com/english/advisories/2011/0044,http://www.vupen.com/english/advisories/2011/0196,https://exchange.xforce.ibmcloud.com/vulnerabilities/64615,",http://cwe.mitre.org/data/definitions/22.html,Improper Limitation of a Pathname to a Restricted Directory (&#39;Path Traversal&#39;),N/A
CVE-2010-2599,01/12/2011,Unspecified vulnerability in Research In Motion (RIM) BlackBerry Device Software before 6.0.0 allows remote attackers to cause a denial of service (browser hang) via a crafted web page.,"http://blog.tehtri-security.com/2011/01/blackhat-dc-2011-inglourious-hackerds.html,http://www.blackberry.com/btsc/KB24841http://www.securityfocus.com/archive/1/515860/100/0/threaded,http://www.securityfocus.com/bid/45754,http://www.securitytracker.com/id?1024952,http://www.vupen.com/english/advisories/2011/0082,https://exchange.xforce.ibmcloud.com/vulnerabilities/64622,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2010-2604,01/12/2011,"Multiple buffer overflows in the PDF Distiller in the BlackBerry Attachment Service component in Research In Motion (RIM) BlackBerry Enterprise Server 4.1.3 through 5.0.2, and Enterprise Server Express 5.0.1 and 5.0.2, allow remote attackers to execute arbitrary code via a crafted PDF file.","http://www.blackberry.com/btsc/KB25382,http://www.securityfocus.com/bid/45753http://www.securitytracker.com/id?1024953,http://www.vupen.com/english/advisories/2011/0081,https://exchange.xforce.ibmcloud.com/vulnerabilities/64621,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2010-2632,01/19/2011,"Unspecified vulnerability in the FTP Server in Oracle Solaris 8, 9, 10, and 11 Express allows remote attackers to affect availability. NOTE: the previous information was obtained from the January 2011 CPU. Oracle has not commented on claims from a reliable researcher that this is an issue in the glob implementation in libc that allows remote authenticated users to cause a denial of service (CPU and memory consumption) via crafted glob expressions that do not match any pathnames.","http://kb.juniper.net/InfoCenter/index?page=content&amp;id=JSA10598,http://securityreason.com/achievement_securityalert/89http://securityreason.com/achievement_securityalert/97,http://www.oracle.com/technetwork/topics/security/cpujan2011-194091.html,http://www.securitytracker.com/id?1024975,http://www.vupen.com/english/advisories/2011/0151,https://exchange.xforce.ibmcloud.com/vulnerabilities/64798,https://support.avaya.com/css/P8/documents/100127892,",NVD-CWE-noinfo,Insufficient Information,N/A
CVE-2010-2640,01/07/2011,Array index error in the PK font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,"http://git.gnome.org/browse/evince/commit/?id=d4139205b010ed06310d14284e63114e88ec6de2,http://lists.fedoraproject.org/pipermail/package-announce/2011-January/052910.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-January/052995.html,http://lists.mandriva.com/security-announce/2011-01/msg00006.php,http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00006.html,http://www.debian.org/security/2011/dsa-2357,http://www.redhat.com/support/errata/RHSA-2011-0009.html,http://www.securityfocus.com/bid/45678,http://www.securitytracker.com/id?1024937,http://www.ubuntu.com/usn/USN-1035-1,http://www.vupen.com/english/advisories/2011/0029,http://www.vupen.com/english/advisories/2011/0043,http://www.vupen.com/english/advisories/2011/0056,http://www.vupen.com/english/advisories/2011/0097,http://www.vupen.com/english/advisories/2011/0102,http://www.vupen.com/english/advisories/2011/0212,https://bugzilla.redhat.com/show_bug.cgi?id=666313,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2010-2641,01/07/2011,Array index error in the VF font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,"http://git.gnome.org/browse/evince/commit/?id=d4139205b010ed06310d14284e63114e88ec6de2,http://lists.fedoraproject.org/pipermail/package-announce/2011-January/052910.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-January/052995.html,http://lists.mandriva.com/security-announce/2011-01/msg00006.php,http://www.debian.org/security/2011/dsa-2357,http://www.redhat.com/support/errata/RHSA-2011-0009.html,http://www.securityfocus.com/bid/45678,http://www.securitytracker.com/id?1024937,http://www.ubuntu.com/usn/USN-1035-1,http://www.vupen.com/english/advisories/2011/0029,http://www.vupen.com/english/advisories/2011/0043,http://www.vupen.com/english/advisories/2011/0056,http://www.vupen.com/english/advisories/2011/0097,http://www.vupen.com/english/advisories/2011/0102,https://bugzilla.redhat.com/show_bug.cgi?id=666314,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2010-2642,01/07/2011,"Heap-based buffer overflow in the AFM font parser in the dvi-backend component in Evince 2.32 and earlier, teTeX 3.0, t1lib 5.1.2, and possibly other products allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.","http://git.gnome.org/browse/evince/commit/?id=d4139205b010ed06310d14284e63114e88ec6de2,http://lists.fedoraproject.org/pipermail/package-announce/2011-January/052910.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-January/052995.html,http://lists.mandriva.com/security-announce/2011-01/msg00006.php,http://lists.opensuse.org/opensuse-security-announce/2011-04/msg00000.html,http://rhn.redhat.com/errata/RHSA-2012-1201.html,http://www.debian.org/security/2011/dsa-2357,http://www.mandriva.com/security/advisories?name=MDVSA-2011:016,http://www.mandriva.com/security/advisories?name=MDVSA-2011:017,http://www.mandriva.com/security/advisories?name=MDVSA-2012:144,http://www.redhat.com/support/errata/RHSA-2011-0009.html,http://www.securityfocus.com/bid/45678,http://www.securitytracker.com/id?1024937,http://www.ubuntu.com/usn/USN-1035-1,http://www.vupen.com/english/advisories/2011/0029,http://www.vupen.com/english/advisories/2011/0043,http://www.vupen.com/english/advisories/2011/0056,http://www.vupen.com/english/advisories/2011/0097,http://www.vupen.com/english/advisories/2011/0102,http://www.vupen.com/english/advisories/2011/0193,http://www.vupen.com/english/advisories/2011/0194,https://bugzilla.redhat.com/show_bug.cgi?id=666318,https://security.gentoo.org/glsa/201701-57,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2010-2643,01/07/2011,Integer overflow in the TFM font parser in the dvi-backend component in Evince 2.32 and earlier allows remote attackers to execute arbitrary code via a crafted font in conjunction with a DVI file that is processed by the thumbnailer.,"http://git.gnome.org/browse/evince/commit/?id=d4139205b010ed06310d14284e63114e88ec6de2,http://lists.fedoraproject.org/pipermail/package-announce/2011-January/052910.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-January/052995.html,http://lists.mandriva.com/security-announce/2011-01/msg00006.php,http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00006.html,http://www.debian.org/security/2011/dsa-2357,http://www.redhat.com/support/errata/RHSA-2011-0009.html,http://www.securityfocus.com/bid/45678,http://www.securitytracker.com/id?1024937,http://www.ubuntu.com/usn/USN-1035-1,http://www.vupen.com/english/advisories/2011/0029,http://www.vupen.com/english/advisories/2011/0043,http://www.vupen.com/english/advisories/2011/0056,http://www.vupen.com/english/advisories/2011/0097,http://www.vupen.com/english/advisories/2011/0102,http://www.vupen.com/english/advisories/2011/0212,https://bugzilla.redhat.com/show_bug.cgi?id=666321,",http://cwe.mitre.org/data/definitions/189.html,Numeric Errors,N/A
CVE-2010-2743,01/20/2011,"The kernel-mode drivers in Microsoft Windows XP SP3 do not properly perform indexing of a function-pointer table during the loading of keyboard layouts from disk, which allows local users to gain privileges via a crafted application, as demonstrated in the wild in July 2010 by the Stuxnet worm, aka &quot;Win32k Keyboard Layout Vulnerability.&quot;  NOTE: this might be a duplicate of CVE-2010-3888 or CVE-2010-3889.","http://www.us-cert.gov/cas/techalerts/TA10-285A.html,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2010/ms10-073https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A7514,",NVD-CWE-Other,Other,N/A
CVE-2010-2777,01/28/2011,Stack-based buffer overflow in the IMAP server component in GroupWise Internet Agent (GWIA) in Novell GroupWise 7.x before 7.0 post-SP4 FTF and 8.x before 8.0 SP2 allows remote attackers to execute arbitrary code via a long mailbox name in a CREATE command.,"http://www.novell.com/support/viewContent.do?externalId=7006374&amp;sliceId=1,http://zerodayinitiative.com/advisories/ZDI-10-129/https://bugzilla.novell.com/show_bug.cgi?id=597331,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2010-2778,01/28/2011,"Cross-site scripting (XSS) vulnerability in WebAccess in Novell GroupWise 7.x before 7.0 post-SP4 FTF and 8.x before 8.0 SP2 allows remote attackers to inject arbitrary web script or HTML via a crafted message, related to a &quot;Javascript XSS exploit.&quot;","http://www.novell.com/support/viewContent.do?externalId=7006375&amp;sliceId=1,http://zerodayinitiative.com/advisories/ZDI-10-135/https://bugzilla.novell.com/show_bug.cgi?id=599865,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2010-2779,01/28/2011,"Cross-site scripting (XSS) vulnerability in WebAccess in Novell GroupWise 8.x before 8.0 SP2 allows remote attackers to inject arbitrary web script or HTML via a crafted message, related to &quot;replies.&quot;","http://www.novell.com/support/viewContent.do?externalId=7006376&amp;sliceId=1,http://zerodayinitiative.com/advisories/ZDI-10-135/https://bugzilla.novell.com/show_bug.cgi?id=599867,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2010-3086,01/14/2011,"include/asm-x86/futex.h in the Linux kernel before 2.6.25 does not properly implement exception fixup, which allows local users to cause a denial of service (panic) via an invalid application that triggers a page fault.","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=9d55b9923a1b7ea8193b8875c57ec940dc2ff027,http://kerneltrap.org/mailarchive/linux-kernel/2008/2/6/752194/threadhttp://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html,http://marc.info/?l=oss-security&amp;m=128935856605589&amp;w=2,http://securitytracker.com/id?1024709,http://www.kernel.org/pub/linux/kernel/v2.6/ChangeLog-2.6.25,http://www.redhat.com/support/errata/RHSA-2010-0839.html,http://www.securityfocus.com/archive/1/520102/100/0/threaded,http://www.vmware.com/security/advisories/VMSA-2011-0012.html,https://bugzilla.redhat.com/show_bug.cgi?id=429412,https://bugzilla.redhat.com/show_bug.cgi?id=633170,",NVD-CWE-Other,Other,N/A
CVE-2010-3201,01/07/2011,Cross-site scripting (XSS) vulnerability in NetWin Surgemail before 4.3g allows remote attackers to inject arbitrary web script or HTML via the username_ex parameter to the surgeweb program.,"http://ictsec.se/?p=108,http://www.securityfocus.com/archive/1/514115/100/0/threadedhttp://www.securityfocus.com/bid/43679,https://www.exploit-db.com/exploits/34797/,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2010-3311,01/07/2011,"Integer overflow in base/ftstream.c in libXft (aka the X FreeType library) in FreeType before 2.4 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted Compact Font Format (CFF) font file that triggers a heap-based buffer overflow, related to an &quot;input stream position error&quot; issue, a different vulnerability than CVE-2010-1797.","http://lists.opensuse.org/opensuse-security-announce/2010-10/msg00006.html,http://www.debian.org/security/2010/dsa-2116http://www.mandriva.com/security/advisories?name=MDVSA-2010:201,http://www.redhat.com/support/errata/RHSA-2010-0864.html,http://www.securityfocus.com/bid/43700,http://www.ubuntu.com/usn/USN-1013-1,https://bugzilla.redhat.com/show_bug.cgi?id=623625,https://rhn.redhat.com/errata/RHSA-2010-0736.html,https://rhn.redhat.com/errata/RHSA-2010-0737.html,",http://cwe.mitre.org/data/definitions/189.html,Numeric Errors,N/A
CVE-2010-3316,01/24/2011,"The run_coprocess function in pam_xauth.c in the pam_xauth module in Linux-PAM (aka pam) before 1.1.2 does not check the return values of the setuid, setgid, and setgroups system calls, which might allow local users to read arbitrary files by executing a program that relies on the pam_xauth PAM check.","http://git.altlinux.org/people/ldv/packages/?p=pam.git;a=commit;h=06f882f30092a39a1db867c9744b2ca8d60e4ad6,http://lists.vmware.com/pipermail/security-announce/2011/000126.htmlhttp://openwall.com/lists/oss-security/2010/08/16/2,http://openwall.com/lists/oss-security/2010/09/21/3,http://openwall.com/lists/oss-security/2010/09/21/8,http://openwall.com/lists/oss-security/2010/09/27/10,http://openwall.com/lists/oss-security/2010/09/27/4,http://openwall.com/lists/oss-security/2010/09/27/5,http://openwall.com/lists/oss-security/2010/09/27/7,http://openwall.com/lists/oss-security/2010/10/25/2,http://security.gentoo.org/glsa/glsa-201206-31.xml,http://www.mandriva.com/security/advisories?name=MDVSA-2010:220,http://www.openwall.com/lists/oss-security/2010/09/24/2,http://www.redhat.com/support/errata/RHSA-2010-0819.html,http://www.redhat.com/support/errata/RHSA-2010-0891.html,http://www.securityfocus.com/archive/1/516909/100/0/threaded,http://www.vmware.com/security/advisories/VMSA-2011-0004.html,http://www.vupen.com/english/advisories/2011/0606,https://bugzilla.redhat.com/show_bug.cgi?id=637898,https://sourceforge.net/tracker/?func=detail&amp;aid=3028213&amp;group_id=6663&amp;atid=106663,",NVD-CWE-Other,Other,N/A
CVE-2010-3430,01/24/2011,"The privilege-dropping implementation in the (1) pam_env and (2) pam_mail modules in Linux-PAM (aka pam) 1.1.2 does not perform the required setfsgid and setgroups system calls, which might allow local users to obtain sensitive information by leveraging unintended group permissions, as demonstrated by a symlink attack on the .pam_environment file in a user&#39;s home directory.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2010-3435.","http://git.altlinux.org/people/ldv/packages/?p=pam.git;a=commit;h=843807a3a90f52e7538be756616510730a24739a,http://openwall.com/lists/oss-security/2010/09/21/10http://openwall.com/lists/oss-security/2010/09/21/3,http://openwall.com/lists/oss-security/2010/09/21/8,http://openwall.com/lists/oss-security/2010/09/21/9,http://openwall.com/lists/oss-security/2010/09/27/10,http://openwall.com/lists/oss-security/2010/09/27/4,http://openwall.com/lists/oss-security/2010/09/27/5,http://openwall.com/lists/oss-security/2010/09/27/7,http://openwall.com/lists/oss-security/2010/10/03/1,http://openwall.com/lists/oss-security/2010/10/25/2,http://security.gentoo.org/glsa/glsa-201206-31.xml,http://www.openwall.com/lists/oss-security/2010/09/21/11,http://www.openwall.com/lists/oss-security/2010/09/24/2,https://bugzilla.redhat.com/show_bug.cgi?id=641361,",NVD-CWE-Other,Other,N/A
CVE-2010-3431,01/24/2011,"The privilege-dropping implementation in the (1) pam_env and (2) pam_mail modules in Linux-PAM (aka pam) 1.1.2 does not check the return value of the setfsuid system call, which might allow local users to obtain sensitive information by leveraging an unintended uid, as demonstrated by a symlink attack on the .pam_environment file in a user&#39;s home directory.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2010-3435.","http://git.altlinux.org/people/ldv/packages/?p=pam.git;a=commit;h=843807a3a90f52e7538be756616510730a24739a,http://openwall.com/lists/oss-security/2010/09/21/10http://openwall.com/lists/oss-security/2010/09/21/3,http://openwall.com/lists/oss-security/2010/09/21/8,http://openwall.com/lists/oss-security/2010/09/21/9,http://openwall.com/lists/oss-security/2010/09/27/10,http://openwall.com/lists/oss-security/2010/09/27/4,http://openwall.com/lists/oss-security/2010/09/27/5,http://openwall.com/lists/oss-security/2010/09/27/7,http://openwall.com/lists/oss-security/2010/10/03/1,http://openwall.com/lists/oss-security/2010/10/25/2,http://security.gentoo.org/glsa/glsa-201206-31.xml,http://www.openwall.com/lists/oss-security/2010/09/21/11,http://www.openwall.com/lists/oss-security/2010/09/24/2,https://bugzilla.redhat.com/show_bug.cgi?id=641361,",NVD-CWE-Other,Other,N/A
